term,degree,closeness,is_alpha,usable_term
climate,96,0.6289924774941423,True,True
cost,56,0.5602790135662108,True,True
change,50,0.5348117856768376,True,True
deal,49,0.5333856209150326,True,True
energy,43,0.515514453203962,True,True
regulation,40,0.5102541016406562,True,True
agreement,37,0.5025618287516012,True,True
reject,36,0.5102541016406562,True,True
drive,36,0.5051000198059021,True,True
kill,36,0.5038277275645775,True,True
agenda,35,0.5115590993430621,True,True
american,34,0.4926591326185647,True,True
americans,33,0.5102541016406562,True,True
overreach,33,0.49632657033036537,True,True
push,29,0.5000490196078432,True,True
bill,27,0.5000490196078432,True,True
america,26,0.4706343713956171,True,True
admit,24,0.4706343713956171,True,True
solution,24,0.460874672449625,True,True
plan,23,0.4762371615312792,True,True
paris,22,0.4728595930097808,True,True
country,22,0.43863949088407295,True,True
force,21,0.4717443581206068,True,True
warming,21,0.44647233893557425,True,True
profit,19,0.46516187870497033,True,True
billion,19,0.4587605684475625,True,True
send,18,0.4598151904439937,True,True
silence,18,0.4310767410412441,True,True
revise,18,0.4283075114414074,True,True
senate,17,0.4640826168054229,True,True
scientist,17,0.4338820126749181,True,True
obama,16,0.454590017825312,True,True
movement,16,0.4504946122593182,True,True
sacrifice,16,0.4454779684702389,True,True
bureaucrat,16,0.44057182344303364,True,True
earth,16,0.4228744351863367,True,True
pause,16,0.4202092601746581,True,True
raise,15,0.4739801133723632,True,True
horse,15,0.46193904813657566,True,True
sovereignty,15,0.46193904813657566,True,True
tell,15,0.45355920145836115,True,True
settle,15,0.43577256610705284,True,True
science,15,0.427392324451148,True,True
global,15,0.40326533839342193,True,True
celebrate,14,0.4566657713313636,True,True
wrong,14,0.4237703555998671,True,True
power,14,0.4219822950277158,True,True
justify,14,0.40571928568587684,True,True
action,13,0.454590017825312,True,True
important,13,0.44647233893557425,True,True
spending,13,0.43482523444160276,True,True
claim,13,0.41845106243334157,True,True
overseas,13,0.40408001584472175,True,True
community,12,0.4444880174291939,True,True
grab,12,0.44057182344303364,True,True
destroy,12,0.43863949088407295,True,True
alarmist,12,0.43014969428631666,True,True
shape,12,0.4264810401772649,True,True
radical,12,0.4255736337088027,True,True
real,12,0.41156297910110545,True,True
speak,12,0.40408001584472175,True,True
predict,11,0.41932831832942824,True,True
high,11,0.40820328131252503,True,True
build,11,0.3945159918010597,True,True
hysteria,10,0.4367240345920027,True,True
accord,10,0.43294287411934473,True,True
loss,10,0.4310767410412441,True,True
million,10,0.40164579888180174,True,True
researcher,10,0.3984454339504726,True,True
worth,10,0.3876348989208086,True,True
economic,10,0.37668476053321515,True,True
miners,10,0.3752713092741787,True,True
story,10,0.3697220108006234,True,True
model,10,0.362354362034669,True,True
orthodoxy,9,0.44647233893557425,True,True
business,9,0.44154438817469593,True,True
consensus,9,0.4367240345920027,True,True
renegotiate,9,0.4310767410412441,True,True
door,9,0.4246700803463636,True,True
economy,9,0.42109391124871004,True,True
hurt,9,0.4098762455801993,True,True
devastation,9,0.40903805284895145,True,True
quietly,9,0.40003921568627454,True,True
worker,9,0.40003921568627454,True,True
bear,9,0.39924073421783884,True,True
unconstitutional,9,0.3914278039983116,True,True
class,9,0.3891432059205005,True,True
company,9,0.3876348989208086,True,True
independence,9,0.38317932536999477,True,True
environmentalism,9,0.3630119924557845,True,True
debate,8,0.454590017825312,True,True
state,8,0.4474711584857657,True,True
czar,8,0.44350245641493846,True,True
manufacturer,8,0.427392324451148,True,True
laugh,8,0.4246700803463636,True,True
strangle,8,0.41411927089676454,True,True
attack,8,0.4098762455801993,True,True
promise,8,0.4098762455801993,True,True
credibility,8,0.40820328131252503,True,True
corrupt,8,0.40820328131252503,True,True
left,8,0.40571928568587684,True,True
price,8,0.3945159918010597,True,True
grant,8,0.3899017696747315,True,True
worried,8,0.38026541415045106,True,True
cancellation,8,0.3710938921022955,True,True
live,7,0.427392324451148,True,True
activist,7,0.4246700803463636,True,True
outlast,7,0.42109391124871004,True,True
policy,7,0.41757746940112167,True,True
pass,7,0.4167075163398693,True,True
industry,7,0.4158411805470629,True,True
advocacy,7,0.4098762455801993,True,True
mandate,7,0.4065439183803603,True,True
natural,7,0.386885121553457,True,True
turbine,7,0.386885121553457,True,True
fearmongere,7,0.38171680886094894,True,True
rural,7,0.38098972922502333,True,True
rule,7,0.3795438478996912,True,True
hide,7,0.37597670647206255,True,True
anti,7,0.33115829113102196,True,True
capitalist,7,0.33115829113102196,True,True
coal,7,0.3306109220547723,True,True
alarmism,6,0.4292266262728267,True,True
china,6,0.41241156256316963,True,True
withdraw,6,0.40820328131252503,True,True
environment,6,0.4065439183803603,True,True
sign,6,0.4065439183803603,True,True
lobby,6,0.40571928568587684,True,True
disaster,6,0.3984454339504726,True,True
burden,6,0.39529566767418434,True,True
regulatory,6,0.37456855401336564,True,True
manufacture,6,0.366336278100984,True,True
history,6,0.362354362034669,True,True
plant,6,0.3603956898074545,True,True
complex,6,0.3603956898074545,True,True
root,6,0.3591016298799592,True,True
ignore,6,0.35845807857193057,True,True
unelected,6,0.3571778711484594,True,True
trust,6,0.3478601875532822,True,True
government,6,0.3130197305839394,True,True
abundant,5,0.41497843950858354,True,True
close,5,0.4098762455801993,True,True
legacy,5,0.39529566767418434,True,True
funding,5,0.39529566767418434,True,True
freedom,5,0.3795438478996912,True,True
family,5,0.37810889951443716,True,True
dollar,5,0.3731709101551068,True,True
clean,5,0.3643344405157327,True,True
pipeline,5,0.3419138595609184,True,True
governance,5,0.34074890603600894,True,True
year,5,0.32209276625303906,True,True
taxpayer,5,0.31548834044658874,True,True
heat,5,0.31548834044658874,True,True
farmer,5,0.31449623874707117,True,True
west,5,0.30724978163308336,True,True
virginia,5,0.30724978163308336,True,True
electric,4,0.42109391124871004,True,True
symbolism,4,0.41241156256316963,True,True
money,4,0.3891432059205005,True,True
small,4,0.3704066811909949,True,True
cheap,4,0.3656665591282217,True,True
future,4,0.36367201426024953,True,True
dissent,4,0.3630119924557845,True,True
trojan,4,0.3552746142862118,True,True
environmental,4,0.3552746142862118,True,True
political,4,0.35464469475733557,True,True
datum,4,0.35464469475733557,True,True
